# コードＩＤ：CDAC0138  コード名：施設分野、業務内容コード  説明：国土交通省告示に基づく技術者資格評価業務（施設分野／業務）を示すコード。
# コードＩＤ,値,デコード文字列（上2桁）,デコード文字列（下2桁）
CDAC9040,1854020,1854020
CDAC9040,1854030,1854030
CDAC9040,1854040,1854040
CDAC9040,1854050,1854050
CDAC9040,1854060,1854060
CDAC9040,1854990,1854990
CDAC9040,1855000,1855000
CDAC9040,1856010,1856010
CDAC9040,1856020,1856020
CDAC9040,1856030,1856030
CDAC9040,1856990,1856990
CDAC9040,1857000,1857000
CDAC9040,1858000,1858000
CDAC9040,1859000,1859000
CDAC9040,1890000,1890000
CDAC9040,1900000,1900000
CDAC9040,2000000,2000000
CDAC9040,3111000,3111000
CDAC9040,3112010,3112010
CDAC9040,3112020,3112020
CDAC9040,3112030,3112030
CDAC9040,3112040,3112040
CDAC9040,3112990,3112990
CDAC9040,3113010,3113010
CDAC9040,3113020,3113020
CDAC9040,3113030,3113030
CDAC9040,3113040,3113040
CDAC9040,3113050,3113050
CDAC9040,3113060,3113060
CDAC9040,3113990,3113990
CDAC9040,3114010,3114010
CDAC9040,3114020,3114020
CDAC9040,3114030,3114030
CDAC9040,3114040,3114040
CDAC9040,3114050,3114050
CDAC9040,3114060,3114060
CDAC9040,3114990,3114990
CDAC9040,3115000,3115000
CDAC9040,3116010,3116010
CDAC9040,3116020,3116020
CDAC9040,3116030,3116030
CDAC9040,3116990,3116990
CDAC9040,3117000,3117000
CDAC9040,3118000,3118000
CDAC9040,3119000,3119000
CDAC9040,3121000,3121000
CDAC9040,3122010,3122010
CDAC9040,3122020,3122020
CDAC9040,3122030,3122030
CDAC9040,3122990,3122990
CDAC9040,3123010,3123010
CDAC9040,3123020,3123020
CDAC9040,3123030,3123030
CDAC9040,3123040,3123040
CDAC9040,3123050,3123050
CDAC9040,3123990,3123990
CDAC9040,3124010,3124010
CDAC9040,3124020,3124020
CDAC9040,3124030,3124030
CDAC9040,3124040,3124040
CDAC9040,3124050,3124050
CDAC9040,3124990,3124990
CDAC9040,3125000,3125000
CDAC9040,3126010,3126010
CDAC9040,3126020,3126020
CDAC9040,3126030,3126030
CDAC9040,3126990,3126990
CDAC9040,3127000,3127000
CDAC9040,3128000,3128000
CDAC9040,3129000,3129000
CDAC9040,3131000,3131000
CDAC9040,3132010,3132010
CDAC9040,3132020,3132020
CDAC9040,3132030,3132030
CDAC9040,3132990,3132990
CDAC9040,3133010,3133010
CDAC9040,3133020,3133020
CDAC9040,3133030,3133030
CDAC9040,3133040,3133040
CDAC9040,3133050,3133050
CDAC9040,3133990,3133990
CDAC9040,3134010,3134010
CDAC9040,3134020,3134020
CDAC9040,3134030,3134030
CDAC9040,3134040,3134040
CDAC9040,3134050,3134050
CDAC9040,3134990,3134990
CDAC9040,3135000,3135000
CDAC9040,3136010,3136010
CDAC9040,3136020,3136020
CDAC9040,3136030,3136030
CDAC9040,3136990,3136990
CDAC9040,3137000,3137000
CDAC9040,3138000,3138000
CDAC9040,3139000,3139000
CDAC9040,3190000,3190000
CDAC9040,3210000,3210000
CDAC9040,3220000,3220000
CDAC9040,3290000,3290000
CDAC9040,3300000,3300000
CDAC9040,3400000,3400000
CDAC9040,3511000,3511000
CDAC9040,3512010,3512010
CDAC9040,3512020,3512020
CDAC9040,3512030,3512030
CDAC9040,3512040,3512040
CDAC9040,3512990,3512990
CDAC9040,3513010,3513010
CDAC9040,3513020,3513020
CDAC9040,3513030,3513030
CDAC9040,3513040,3513040
CDAC9040,3513050,3513050
CDAC9040,3513990,3513990
CDAC9040,3514010,3514010
CDAC9040,3514020,3514020
CDAC9040,3514030,3514030
CDAC9040,3514040,3514040
CDAC9040,3514050,3514050
CDAC9040,3514990,3514990
CDAC9040,3517010,3517010
CDAC9040,3517020,3517020
CDAC9040,3517030,3517030
CDAC9040,3517040,3517040
CDAC9040,3517050,3517050
CDAC9040,3517060,3517060
CDAC9040,3517990,3517990
CDAC9040,3518000,3518000
CDAC9040,3519000,3519000
CDAC9040,3521000,3521000
CDAC9040,3522010,3522010
CDAC9040,3522020,3522020
CDAC9040,3522030,3522030
CDAC9040,3522040,3522040
CDAC9040,3522990,3522990
CDAC9040,3523010,3523010
CDAC9040,3523020,3523020
CDAC9040,3523030,3523030
CDAC9040,3523040,3523040
CDAC9040,3523990,3523990
CDAC9040,3524010,3524010
CDAC9040,3524020,3524020
CDAC9040,3524030,3524030
CDAC9040,3524040,3524040
CDAC9040,3524990,3524990
CDAC9040,3527010,3527010
CDAC9040,3527020,3527020
CDAC9040,3527990,3527990
CDAC9040,3528000,3528000
CDAC9040,3529000,3529000
CDAC9040,3531000,3531000
CDAC9040,3532010,3532010
CDAC9040,3532020,3532020
CDAC9040,3532030,3532030
CDAC9040,3532040,3532040
CDAC9040,3532050,3532050
CDAC9040,3532990,3532990
CDAC9040,3533010,3533010
CDAC9040,3533020,3533020
CDAC9040,3533030,3533030
CDAC9040,3533040,3533040
CDAC9040,3533050,3533050
CDAC9040,3533990,3533990
CDAC9040,3534010,3534010
CDAC9040,3534020,3534020
CDAC9040,3534030,3534030
CDAC9040,3534040,3534040
CDAC9040,3534050,3534050
CDAC9040,3534990,3534990
CDAC9040,3537000,3537000
CDAC9040,3538000,3538000
CDAC9040,3539000,3539000
CDAC9040,3590000,3590000
CDAC9040,3610000,3610000
CDAC9040,3620000,3620000
CDAC9040,3630000,3630000
CDAC9040,3640000,3640000
CDAC9040,3650000,3650000
CDAC9040,3660000,3660000
CDAC9040,3690000,3690000
CDAC9040,3711000,3711000
CDAC9040,3712010,3712010
CDAC9040,3712020,3712020
CDAC9040,3712990,3712990
CDAC9040,3713010,3713010
CDAC9040,3713020,3713020
CDAC9040,3713030,3713030
CDAC9040,3713040,3713040
CDAC9040,3713990,3713990
CDAC9040,3714010,3714010
CDAC9040,3714020,3714020
CDAC9040,3714030,3714030
CDAC9040,3714040,3714040
CDAC9040,3714990,3714990
CDAC9040,3715010,3715010
CDAC9040,3715020,3715020
CDAC9040,3715030,3715030
CDAC9040,3715990,3715990
CDAC9040,3716010,3716010
CDAC9040,3716020,3716020
CDAC9040,3716990,3716990
CDAC9040,3717000,3717000
CDAC9040,3718000,3718000
CDAC9040,3719000,3719000
CDAC9040,3721000,3721000
CDAC9040,3722010,3722010
CDAC9040,3722020,3722020
CDAC9040,3722990,3722990
CDAC9040,3723010,3723010
CDAC9040,3723020,3723020
CDAC9040,3723030,3723030
CDAC9040,3723040,3723040
CDAC9040,3723990,3723990
CDAC9040,3724010,3724010
CDAC9040,3724020,3724020
CDAC9040,3724030,3724030
CDAC9040,3724990,3724990
CDAC9040,3725010,3725010
CDAC9040,3725020,3725020
CDAC9040,3725990,3725990
CDAC9040,3726010,3726010
CDAC9040,3726020,3726020
CDAC9040,3726030,3726030
CDAC9040,3726040,3726040
CDAC9040,3726990,3726990
CDAC9040,3727000,3727000
CDAC9040,3728000,3728000
CDAC9040,3729000,3729000
CDAC9040,3790000,3790000
CDAC9040,,3810000
CDAC9040,,3820000
CDAC9040,,3830000
CDAC9040,,3840000
CDAC9040,,3850000
CDAC9040,,3860000
CDAC9040,,3870000
CDAC9040,,3880000

# コードＩＤ：CDAC9050  コード名：自社が請け負った一体的工事の有無新旧マッピング  説明：自社が請け負った一体的工事の有無の新旧マッピング。
# コードＩＤ,随意契約フラグ（旧）VALUE,自社が請け負った一体的工事の有無（新）VALUE
CDAC9050,1,1
CDAC9050,2,0

# コードＩＤ：CDAC9060  コード名：コリンズ登録義務の有無新旧マッピング  説明：コリンズ登録義務の有無の新旧マッピング。
# コードＩＤ,登録義務の有無（旧）VALUE,コリンズ登録義務の有無（新）VALUE
CDAC9060,Y,1
CDAC9060, ,0

# コードＩＤ：CDAC9070  コード名：受注形態新旧マッピング  説明：受注形態の新旧マッピング。 
# コードＩＤ受注形態（旧）VALUE,受注形態（新）VALUE
CDAC9070,1,1
CDAC9070,2,2
CDAC9070,3,3
CDAC9070,4,4
CDAC9070,5,5
CDAC9070,6,9

# コードＩＤ：CDAC9080  コード名：対象工事か否か新旧マッピング  説明：対象工事か否かの新旧マッピング。
# コードＩＤ,ＶＥ対象工事フラグ（旧）VALUE,対象工事か否か（新）VALUE
CDAC9080,1,1
CDAC9080,2,0

# コードＩＤ：CDAC9110  コード名：交通規制の有無新旧マッピング  説明：交通規制の有無の新旧マッピング。
# コードＩＤ,交通規制の有無（旧）VALUE,交通規制の有無（新）VALUE
CDAC9110,1,1
CDAC9110,2,0

# コードＩＤ：CDAC9120  コード名：交通規制道路の種別新旧マッピング  説明：交通規制道路の種別の新旧マッピング。
# コードＩＤ,規制道路の種別（旧）VALUE,交通規制道路の種別（新）VALUE
CDAC9120,1,1
CDAC9120,2,2
CDAC9120,3,3
CDAC9120,4,4
CDAC9120,5,5
CDAC9120,6,9

# コードＩＤ：CDAC9130  コード名：交通の確保手段新旧マッピング  説明：交通の確保手段の新旧マッピング。
# コードＩＤ,交通の確保手段（旧）VALUE,交通の確保手段（新）VALUE
CDAC9130,1,1
CDAC9130,2,2
CDAC9130,3,3
CDAC9130,4,4
CDAC9130,5,5
CDAC9130,6,9

# コードＩＤ：CDAC9140  コード名：近接施工の有無新旧マッピング  説明：近接施工の有無の新旧マッピング。
# コードＩＤ,近接施工の有無（旧）VALUE,近接施工の有無（新）VALUE
CDAC9140,1,1
CDAC9140,2,0

# コードＩＤ：CDAC9150  コード名：近接する構造物名新旧マッピング  説明：近接する構造物名の新旧マッピング。
# コードＩＤ,近接する構造物（旧）VALUE,近接する構造物名（新）VALUE
CDAC9150,1,1
CDAC9150,2,2
CDAC9150,3,3
CDAC9150,4,4
CDAC9150,5,5
CDAC9150,6,9

# コードＩＤ：CDAC9160  コード名：役割新旧マッピング  説明：役割の新旧マッピング。
# コードＩＤ,役割（旧）VALUE,役割（新）VALUE
CDAC9160,1,01
CDAC9160,2,02
CDAC9160,3,03
CDAC9160,4,04
CDAC9160,5,05
CDAC9160,6,06

# コードＩＤ：CDAC9170  コード名：テクリス登録義務の有無新旧マッピング  説明：テクリス登録義務の有無の新旧マッピング。
# コードＩＤ,テクリス登録義務の有無（旧）VALUE,テクリス登録義務の有無（新）VALUE
CDAC9170,1,1
CDAC9170,0,0

# コードＩＤ：CDAC9180  コード名：対象水系_路線名称新旧マッピング  説明：対象水系_路線名称の新旧マッピング。
# コードＩＤ,対象水系_路線名称（旧）VALUE,対象水系_路線名称（新）VALUE
CDAC9180,19101,11101
CDAC9180,19102,11102
CDAC9180,19103,11103
CDAC9180,19104,11104
CDAC9180,19105,11105
CDAC9180,19106,11106
CDAC9180,19107,11107
CDAC9180,19108,11108
CDAC9180,19109,11109
CDAC9180,19110,11110
CDAC9180,19111,11111
CDAC9180,19112,11112
CDAC9180,19113,11113
CDAC9180,19201,11201
CDAC9180,19202,11202
CDAC9180,19203,11203
CDAC9180,19204,11204
CDAC9180,19205,11205
CDAC9180,19206,11206
CDAC9180,19207,11207
CDAC9180,19208,11208
CDAC9180,19209,11209
CDAC9180,19210,11210
CDAC9180,19211,11211
CDAC9180,19212,11212
CDAC9180,19301,11301
CDAC9180,19302,11302
CDAC9180,19303,11303
CDAC9180,19304,11304
CDAC9180,19305,11305
CDAC9180,19306,11306
CDAC9180,19307,11307
CDAC9180,19308,11308
CDAC9180,19401,11401
CDAC9180,19402,11402
CDAC9180,19403,11403
CDAC9180,19404,11404
CDAC9180,19405,11405
CDAC9180,19406,11406
CDAC9180,19407,11407
CDAC9180,19408,11408
CDAC9180,19409,11409
CDAC9180,19410,11410
CDAC9180,19411,11411
CDAC9180,19412,11412
CDAC9180,19501,11501
CDAC9180,19502,11502
CDAC9180,19503,11503
CDAC9180,19504,11504
CDAC9180,19505,11505
CDAC9180,19506,11506
CDAC9180,19507,11507
CDAC9180,19508,11508
CDAC9180,19509,11509
CDAC9180,19510,11510
CDAC9180,19511,11511
CDAC9180,19512,11512
CDAC9180,19513,11513
CDAC9180,19601,11601
CDAC9180,19602,11602
CDAC9180,19603,11603
CDAC9180,19604,11604
CDAC9180,19605,11605
CDAC9180,19606,11606
CDAC9180,19607,11607
CDAC9180,19608,11608
CDAC9180,19609,11609
CDAC9180,19610,11610
CDAC9180,19701,11701
CDAC9180,19702,11702
CDAC9180,19703,11703
CDAC9180,19704,11704
CDAC9180,19705,11705
CDAC9180,19706,11706
CDAC9180,19707,11707
CDAC9180,19708,11708
CDAC9180,19709,11709
CDAC9180,19710,11710
CDAC9180,19711,11711
CDAC9180,19712,11712
CDAC9180,19713,11713
CDAC9180,19801,11801
CDAC9180,19802,11802
CDAC9180,19803,11803
CDAC9180,19804,11804
CDAC9180,19805,11805
CDAC9180,19806,11806
CDAC9180,19807,11807
CDAC9180,19808,11808
CDAC9180,19901,11901
CDAC9180,19902,11902
CDAC9180,19903,11903
CDAC9180,19904,11904
CDAC9180,19905,11905
CDAC9180,19906,11906
CDAC9180,19907,11907
CDAC9180,19908,11908
CDAC9180,19909,11909
CDAC9180,19910,11910
CDAC9180,19911,11911
CDAC9180,19912,11912
CDAC9180,19913,11913
CDAC9180,19914,11914
CDAC9180,19915,11915
CDAC9180,19916,11916
CDAC9180,19917,11917
CDAC9180,19918,11918
CDAC9180,19919,11919
CDAC9180,19920,11920
CDAC9180,18101,12101
CDAC9180,18102,12102
CDAC9180,18103,12103
CDAC9180,18104,12104
CDAC9180,18105,12105
CDAC9180,18106,12106
CDAC9180,18107,12107
CDAC9180,18108,12108
CDAC9180,18109,12109
CDAC9180,18110,12110
CDAC9180,18111,12111
CDAC9180,18112,12112
CDAC9180,18113,12113
CDAC9180,18201,12201
CDAC9180,18202,12202
CDAC9180,18203,12203
CDAC9180,18204,12204
CDAC9180,18205,12205
CDAC9180,18206,12206
CDAC9180,18207,12207
CDAC9180,18208,12208
CDAC9180,18209,12209
CDAC9180,18210,12210
CDAC9180,18211,12211
CDAC9180,18212,12212
CDAC9180,18301,12301
CDAC9180,18302,12302
CDAC9180,18303,12303
CDAC9180,18304,12304
CDAC9180,18305,12305
CDAC9180,18306,12306
CDAC9180,18307,12307
CDAC9180,18308,12308
CDAC9180,18401,12401
CDAC9180,18402,12402
CDAC9180,18403,12403
CDAC9180,18404,12404
CDAC9180,18405,12405
CDAC9180,18406,12406
CDAC9180,18407,12407
CDAC9180,18408,12408
CDAC9180,18409,12409
CDAC9180,18410,12410
CDAC9180,18411,12411
CDAC9180,18412,12412
CDAC9180,18501,12501
CDAC9180,18502,12502
CDAC9180,18503,12503
CDAC9180,18504,12504
CDAC9180,18505,12505
CDAC9180,18506,12506
CDAC9180,18507,12507
CDAC9180,18508,12508
CDAC9180,18509,12509
CDAC9180,18510,12510
CDAC9180,18511,12511
CDAC9180,18512,12512
CDAC9180,18513,12513
CDAC9180,18601,12601
CDAC9180,18602,12602
CDAC9180,18603,12603
CDAC9180,18604,12604
CDAC9180,18605,12605
CDAC9180,18606,12606
CDAC9180,18607,12607
CDAC9180,18608,12608
CDAC9180,18609,12609
CDAC9180,18610,12610
CDAC9180,18701,12701
CDAC9180,18702,12702
CDAC9180,18703,12703
CDAC9180,18704,12704
CDAC9180,18705,12705
CDAC9180,18706,12706
CDAC9180,18707,12707
CDAC9180,18708,12708
CDAC9180,18709,12709
CDAC9180,18710,12710
CDAC9180,18711,12711
CDAC9180,18712,12712
CDAC9180,18713,12713
CDAC9180,18801,12801
CDAC9180,18802,12802
CDAC9180,18803,12803
CDAC9180,18804,12804
CDAC9180,18805,12805
CDAC9180,18806,12806
CDAC9180,18807,12807
CDAC9180,18808,12808
CDAC9180,18901,12901
CDAC9180,18902,12902
CDAC9180,18903,12903
CDAC9180,18904,12904
CDAC9180,18905,12905
CDAC9180,18906,12906
CDAC9180,18907,12907
CDAC9180,18908,12908
CDAC9180,18909,12909
CDAC9180,18910,12910
CDAC9180,18911,12911
CDAC9180,18912,12912
CDAC9180,18913,12913
CDAC9180,18914,12914
CDAC9180,18915,12915
CDAC9180,18916,12916
CDAC9180,18917,12917
CDAC9180,18918,12918
CDAC9180,18919,12919
CDAC9180,18920,12920
CDAC9180,17101,13101
CDAC9180,17102,13102
CDAC9180,17103,13103
CDAC9180,17104,13104
CDAC9180,17105,13105
CDAC9180,17106,13106
CDAC9180,17107,13107
CDAC9180,17108,13108
CDAC9180,17109,13109
CDAC9180,17110,13110
CDAC9180,17111,13111
CDAC9180,17112,13112
CDAC9180,17113,13113
CDAC9180,17201,13201
CDAC9180,17202,13202
CDAC9180,17203,13203
CDAC9180,17204,13204
CDAC9180,17205,13205
CDAC9180,17206,13206
CDAC9180,17207,13207
CDAC9180,17208,13208
CDAC9180,17209,13209
CDAC9180,17210,13210
CDAC9180,17211,13211
CDAC9180,17212,13212
CDAC9180,17301,13301
CDAC9180,17302,13302
CDAC9180,17303,13303
CDAC9180,17304,13304
CDAC9180,17305,13305
CDAC9180,17306,13306
CDAC9180,17307,13307
CDAC9180,17308,13308
CDAC9180,17401,13401
CDAC9180,17402,13402
CDAC9180,17403,13403
CDAC9180,17404,13404
CDAC9180,17405,13405
CDAC9180,17406,13406
CDAC9180,17407,13407
CDAC9180,17408,13408
CDAC9180,17409,13409
CDAC9180,17410,13410
CDAC9180,17411,13411
CDAC9180,17412,13412
CDAC9180,17501,13501
CDAC9180,17502,13502
CDAC9180,17503,13503
CDAC9180,17504,13504
CDAC9180,17505,13505
CDAC9180,17506,13506
CDAC9180,17507,13507
CDAC9180,17508,13508
CDAC9180,17509,13509
CDAC9180,17510,13510
CDAC9180,17511,13511
CDAC9180,17512,13512
CDAC9180,17513,13513
CDAC9180,17601,13601
CDAC9180,17602,13602
CDAC9180,17603,13603
CDAC9180,17604,13604
CDAC9180,17605,13605
CDAC9180,17606,13606
CDAC9180,17607,13607
CDAC9180,17608,13608
CDAC9180,17609,13609
CDAC9180,17610,13610
CDAC9180,17701,13701
CDAC9180,17702,13702
CDAC9180,17703,13703
CDAC9180,17704,13704
CDAC9180,17705,13705
CDAC9180,17706,13706
CDAC9180,17707,13707
CDAC9180,17708,13708
CDAC9180,17709,13709
CDAC9180,17710,13710
CDAC9180,17711,13711
CDAC9180,17712,13712
CDAC9180,17713,13713
CDAC9180,17801,13801
CDAC9180,17802,13802
CDAC9180,17803,13803
CDAC9180,17804,13804
CDAC9180,17805,13805
CDAC9180,17806,13806
CDAC9180,17807,13807
CDAC9180,17808,13808
CDAC9180,17901,13901
CDAC9180,17902,13902
CDAC9180,17903,13903
CDAC9180,17904,13904
CDAC9180,17905,13905
CDAC9180,17906,13906
CDAC9180,17907,13907
CDAC9180,17908,13908
CDAC9180,17909,13909
CDAC9180,17910,13910
CDAC9180,17911,13911
CDAC9180,17912,13912
CDAC9180,17913,13913
CDAC9180,17914,13914
CDAC9180,17915,13915
CDAC9180,17916,13916
CDAC9180,17917,13917
CDAC9180,17918,13918
CDAC9180,17919,13919
CDAC9180,17920,13920
CDAC9180,16101,14101
CDAC9180,16102,14102
CDAC9180,16103,14103
CDAC9180,16104,14104
CDAC9180,16105,14105
CDAC9180,16106,14106
CDAC9180,16107,14107
CDAC9180,16108,14108
CDAC9180,16109,14109
CDAC9180,16110,14110
CDAC9180,16111,14111
CDAC9180,16112,14112
CDAC9180,16113,14113
CDAC9180,16201,14201
CDAC9180,16202,14202
CDAC9180,16203,14203
CDAC9180,16204,14204
CDAC9180,16205,14205
CDAC9180,16206,14206
CDAC9180,16207,14207
CDAC9180,16208,14208
CDAC9180,16209,14209
CDAC9180,16210,14210
CDAC9180,16211,14211
CDAC9180,16212,14212
CDAC9180,16301,14301
CDAC9180,16302,14302
CDAC9180,16303,14303
CDAC9180,16304,14304
CDAC9180,16305,14305
CDAC9180,16306,14306
CDAC9180,16307,14307
CDAC9180,16308,14308
CDAC9180,16401,14401
CDAC9180,16402,14402
CDAC9180,16403,14403
CDAC9180,16404,14404
CDAC9180,16405,14405
CDAC9180,16406,14406
CDAC9180,16407,14407
CDAC9180,16408,14408
CDAC9180,16409,14409
CDAC9180,16410,14410
CDAC9180,16411,14411
CDAC9180,16412,14412
CDAC9180,16501,14501
CDAC9180,16502,14502
CDAC9180,16503,14503
CDAC9180,16504,14504
CDAC9180,16505,14505
CDAC9180,16506,14506
CDAC9180,16507,14507
CDAC9180,16508,14508
CDAC9180,16509,14509
CDAC9180,16510,14510
CDAC9180,16511,14511
CDAC9180,16512,14512
CDAC9180,16513,14513
CDAC9180,16601,14601
CDAC9180,16602,14602
CDAC9180,16603,14603
CDAC9180,16604,14604
CDAC9180,16605,14605
CDAC9180,16606,14606
CDAC9180,16607,14607
CDAC9180,16608,14608
CDAC9180,16609,14609
CDAC9180,16610,14610
CDAC9180,16701,14701
CDAC9180,16702,14702
CDAC9180,16703,14703
CDAC9180,16704,14704
CDAC9180,16705,14705
CDAC9180,16706,14706
CDAC9180,16707,14707
CDAC9180,16708,14708
CDAC9180,16709,14709
CDAC9180,16710,14710
CDAC9180,16711,14711
CDAC9180,16712,14712
CDAC9180,16713,14713
CDAC9180,16801,14801
CDAC9180,16802,14802
CDAC9180,16803,14803
CDAC9180,16804,14804
CDAC9180,16805,14805
CDAC9180,16806,14806
CDAC9180,16807,14807
CDAC9180,16808,14808
CDAC9180,16901,14901
CDAC9180,16902,14902
CDAC9180,16903,14903
CDAC9180,16904,14904
CDAC9180,16905,14905
CDAC9180,16906,14906
CDAC9180,16907,14907
CDAC9180,16908,14908
CDAC9180,16909,14909
CDAC9180,16910,14910
CDAC9180,16911,14911
CDAC9180,16912,14912
CDAC9180,16913,14913
CDAC9180,16914,14914
CDAC9180,16915,14915
CDAC9180,16916,14916
CDAC9180,16917,14917
CDAC9180,16918,14918
CDAC9180,16919,14919
CDAC9180,16920,14920
CDAC9180,15XXX,15000
CDAC9180,14XXX,16000
CDAC9180,13XXX,17000
CDAC9180,12XXX,18000
CDAC9180,11XXX,19000
CDAC9180,21001,21001
CDAC9180,21002,21002
CDAC9180,21003,21003
CDAC9180,21051,21051
CDAC9180,21052,21052
CDAC9180,21053,21053
CDAC9180,21054,21054
CDAC9180,21055,21055
CDAC9180,21101,21101
CDAC9180,21102,21102
CDAC9180,21103,21103
CDAC9180,21104,21104
CDAC9180,21105,21105
CDAC9180,21106,21106
CDAC9180,21107,21107
CDAC9180,21151,21151
CDAC9180,21152,21152
CDAC9180,21153,21153
CDAC9180,21201,21201
CDAC9180,21202,21202
CDAC9180,21203,21203
CDAC9180,21204,21204
CDAC9180,21205,21205
CDAC9180,21206,21206
CDAC9180,21207,21207
CDAC9180,21251,21251
CDAC9180,21301,21301
CDAC9180,21302,21302
CDAC9180,21303,21303
CDAC9180,21304,21304
CDAC9180,21305,21305
CDAC9180,21306,21306
CDAC9180,21307,21307
CDAC9180,21351,21351
CDAC9180,21352,21352
CDAC9180,21353,21353
CDAC9180,21354,21354
CDAC9180,21401,21401
CDAC9180,21451,21451
CDAC9180,21501,21501
CDAC9180,21502,21502
CDAC9180,21503,21503
CDAC9180,21504,21504
CDAC9180,21505,21505
CDAC9180,21506,21506
CDAC9180,21551,21551
CDAC9180,21552,21552
CDAC9180,21553,21553
CDAC9180,21554,21554
CDAC9180,21601,21601
CDAC9180,21602,21602
CDAC9180,21603,21603
CDAC9180,21604,21604
CDAC9180,21605,21605
CDAC9180,21606,21606
CDAC9180,21607,21607
CDAC9180,21651,21651
CDAC9180,21652,21652
CDAC9180,21701,21701
CDAC9180,21702,21702
CDAC9180,21751,21751
CDAC9180,21752,21752
CDAC9180,21753,21753
CDAC9180,21754,21754
CDAC9180,21755,21755
CDAC9180,21801,21801
CDAC9180,21802,21802
CDAC9180,21803,21803
CDAC9180,21804,21804
CDAC9180,21805,21805
CDAC9180,21806,21806
CDAC9180,21851,21851
CDAC9180,21852,21852
CDAC9180,21901,21901
CDAC9180,21951,21951
CDAC9180,21999,21999
CDAC9180,22001,22001
CDAC9180,22101,22101
CDAC9180,22201,22201
CDAC9180,22301,22301
CDAC9180,22401,22401
CDAC9180,22501,22501
CDAC9180,22999,22999
CDAC9180,23001,23001
CDAC9180,23002,23002
CDAC9180,23003,23003
CDAC9180,23004,23004
CDAC9180,23005,23005
CDAC9180,23006,23006
CDAC9180,23007,23007
CDAC9180,23008,23008
CDAC9180,23009,23009
CDAC9180,23010,23010
CDAC9180,23011,23011
CDAC9180,23012,23012
CDAC9180,23013,23013
CDAC9180,23014,23014
CDAC9180,23015,23015
CDAC9180,23016,23016
CDAC9180,23017,23017
CDAC9180,23018,23018
CDAC9180,23019,23019
CDAC9180,23020,23020
CDAC9180,23021,23021
CDAC9180,23022,23022
CDAC9180,23023,23023
CDAC9180,23024,23024
CDAC9180,23025,23025
CDAC9180,23026,23026
CDAC9180,23027,23027
CDAC9180,23028,23028
CDAC9180,23029,23029
CDAC9180,23030,23030
CDAC9180,23031,23031
CDAC9180,23032,23032
CDAC9180,23033,23033
CDAC9180,23034,23034
CDAC9180,23035,23035
CDAC9180,23036,23036
CDAC9180,23037,23037
CDAC9180,23038,23038
CDAC9180,23039,23039
CDAC9180,23040,23040
CDAC9180,23041,23041
CDAC9180,23042,23042
CDAC9180,23043,23043
CDAC9180,23044,23044
CDAC9180,23045,23045
CDAC9180,23046,23046
CDAC9180,23047,23047
CDAC9180,23048,23048
CDAC9180,23049,23049
CDAC9180,23050,23050
CDAC9180,23051,23051
CDAC9180,23052,23052
CDAC9180,23053,23053
CDAC9180,23054,23054
CDAC9180,23055,23055
CDAC9180,23056,23056
CDAC9180,23057,23057
CDAC9180,23058,23058
CDAC9180,23059,23059
CDAC9180,23060,23060
CDAC9180,23061,23061
CDAC9180,23062,23062
CDAC9180,23063,23063
CDAC9180,23064,23064
CDAC9180,23065,23065
CDAC9180,23066,23066
CDAC9180,23067,23067
CDAC9180,23068,23068
CDAC9180,23069,23069
CDAC9180,23070,23070
CDAC9180,23071,23071
